Language_ID,Parameter_ID,Value,Name,Family
ann,26A,Equal prefixing and suffixing,Anindilyakwa,Gunwinyguan
anu,26A,Little affixation,Anufo,Niger-Congo
any,26A,Equal prefixing and suffixing,Anywa,Eastern Sudanic
ao,26A,Weakly suffixing,Ao,Sino-Tibetan
aoj,26A,Weakly prefixing,Mufian,Torricelli
apl,26A,Equal prefixing and suffixing,Apalaí,Cariban
apt,26A,Strongly suffixing,Apatani,Sino-Tibetan
apu,26A,Equal prefixing and suffixing,Apurinã,Arawakan
apw,26A,Equal prefixing and suffixing,Apache (Western),Na-Dene
ara,26A,Equal prefixing and suffixing,Lokono,Arawakan
arc,26A,Strongly suffixing,Archi,Nakh-Daghestanian
arg,26A,Weakly suffixing,Arabic (Gulf),Afro-Asiatic
arm,26A,Strongly suffixing,Armenian (Eastern),Indo-European
aro,26A,Little affixation,Arosi,Austronesian
arp,26A,Weakly prefixing,Arapesh (Mountain),Torricelli
arq,26A,Equal prefixing and suffixing,Arabic (Iraqi),Afro-Asiatic
arw,26A,Strongly suffixing,Armenian (Western),Indo-European
asm,26A,Strongly suffixing,Asmat,Trans-New Guinea
ass,26A,Strongly suffixing,Assamese,Indo-European
asy,26A,Weakly suffixing,Arabic (Syrian),Afro-Asiatic
ata,26A,Little affixation,Atayal,Austronesian
ath,26A,Strongly suffixing,Athpare,Sino-Tibetan
au,26A,Weakly prefixing,Au,Torricelli
ava,26A,Strongly suffixing,Avar,Nakh-Daghestanian
awa,26A,Strongly suffixing,Awa,Trans-New Guinea
awe,26A,Strongly suffixing,Arrernte (Western),Pama-Nyungan
awp,26A,Strongly suffixing,Awa Pit,Barbacoan
awt,26A,Weakly suffixing,Awtuw,Sepik
aym,26A,Strongly suffixing,Aymara (Central),Aymaran
aze,26A,Strongly suffixing,Azerbaijani,Altaic
azi,26A,Strongly suffixing,Azari (Iranian),Altaic
baa,26A,Strongly suffixing,Barai,Trans-New Guinea
bac,26A,Equal prefixing and suffixing,Bachamal,Anson Bay
bae,26A,Weakly suffixing,Baré,Arawakan
bag,26A,Weakly suffixing,Bagirmi,Central Sudanic
bai,26A,Little affixation,Bai,Sino-Tibetan
bam,26A,Strongly suffixing,Bambara,Mande
baq,26A,Weakly suffixing,Baure,Arawakan
bar,26A,Weakly prefixing,Bari,Eastern Sudanic
baw,26A,Little affixation,Bawm,Sino-Tibetan
bbu,26A,Weakly prefixing,Barambu,Niger-Congo
bbw,26A,Weakly prefixing,Bininj Gun-Wok,Gunwinyguan
bco,26A,Strongly suffixing,Bella Coola,Salishan
bdu,26A,Strong prefixing,Budu,Niger-Congo
bej,26A,Weakly suffixing,Beja,Afro-Asiatic
bel,26A,Weakly suffixing,Belhare,Sino-Tibetan
bfg,26A,Weakly prefixing,Berber (Figuig),Afro-Asiatic
bgo,26A,Weakly prefixing,Bongo,Central Sudanic
bgr,26A,Weakly prefixing,Bagiro,Central Sudanic
bho,26A,Strongly suffixing,Bhojpuri,Indo-European
bii,26A,Strongly suffixing,Biri,Pama-Nyungan
bik,26A,Weakly prefixing,Biak,Austronesian
bil,26A,Weakly suffixing,Bilua,Solomons East Papuan
bio,26A,Strongly suffixing,Nai,Kwomtari
bir,26A,Strong prefixing,Birom,Niger-Congo
bka,26A,Little affixation,Baka (in South Sudan),Central Sudanic
bkb,26A,Strongly suffixing,Betta Kurumba,Dravidian
bkl,26A,Little affixation,Bikol,Austronesian
bkr,26A,Strongly suffixing,Batak (Karo),Austronesian
bla,26A,Weakly prefixing,Blackfoot,Algic
bln,26A,Strongly suffixing,Bilin,Afro-Asiatic
blr,26A,Strongly suffixing,Belorussian,Indo-European
blt,26A,Strongly suffixing,Balti,Sino-Tibetan
blx,26A,Equal prefixing and suffixing,Biloxi,Siouan
bma,26A,Equal prefixing and suffixing,Berber (Middle Atlas),Afro-Asiatic
bmb,26A,Strongly suffixing,Bimoba,Niger-Congo
bmr,26A,Strongly suffixing,Burum,Trans-New Guinea
bnj,26A,Strongly suffixing,Bandjalang,Pama-Nyungan
bnn,26A,Weakly prefixing,Banoni,Austronesian
bnr,26A,Strongly suffixing,Bilinarra,Pama-Nyungan
bnu,26A,Strongly suffixing,Bularnu,Pama-Nyungan
bod,26A,Strongly suffixing,Bodo,Sino-Tibetan
bre,26A,Weakly suffixing,Breton,Indo-European
brf,26A,Weakly prefixing,Berber (Rif),Afro-Asiatic
brh,26A,Strongly suffixing,Brahui,Dravidian
bri,26A,Strongly suffixing,Bribri,Chibchan
brm,26A,Strongly suffixing,Burmese,Sino-Tibetan
brn,26A,Strongly suffixing,Burunge,Afro-Asiatic
brp,26A,Weakly prefixing,Barupu,Skou
brr,26A,Weakly suffixing,Bororo,Bororoan
brs,26A,Strongly suffixing,Barasano,Tucanoan
bry,26A,Weakly suffixing,Baruya,Trans-New Guinea
bsh,26A,Strong prefixing,Bushoong,Niger-Congo
bsk,26A,Strongly suffixing,Bashkir,Altaic
btk,26A,Equal prefixing and suffixing,Bontok,Austronesian
bto,26A,Equal prefixing and suffixing,Batak (Toba),Austronesian
bua,26A,Weakly prefixing,Burarra,Mangrida
bud,26A,Equal prefixing and suffixing,Buduma,Afro-Asiatic
bul,26A,Strongly suffixing,Bulgarian,Indo-European
bun,26A,Strongly suffixing,Buin,East Bougainville
but,26A,Strongly suffixing,Buriat,Altaic
bvi,26A,Little affixation,Bali-Vitu,Austronesian
bwc,26A,Little affixation,Bajau (West Coast),Austronesian
bya,26A,Strongly suffixing,Byansi,Sino-Tibetan
cah,26A,Equal prefixing and suffixing,Cahuilla,Uto-Aztecan
car,26A,Equal prefixing and suffixing,Carib,Cariban
cas,26A,Strongly suffixing,Cashibo,Panoan
cax,26A,Strongly suffixing,Campa (Axininca),Arawakan
cay,26A,Strongly suffixing,Cayapa,Barbacoan
cba,26A,Equal prefixing and suffixing,Chumash (Barbareño),Chumash
cbo,26A,Strongly suffixing,Chácobo,Panoan
ccm,26A,Strong prefixing,Chinantec (Comaltepec),Oto-Manguean
cct,26A,Equal prefixing and suffixing,Choctaw,Muskogean
cde,26A,Equal prefixing and suffixing,Carib (De'kwana),Cariban
cem,26A,Little affixation,Cèmuhî,Austronesian
cha,26A,Little affixation,Chamorro,Austronesian
chc,26A,Strongly suffixing,Chechen,Nakh-Daghestanian
che,26A,Weakly prefixing,Cherokee,Iroquoian
chg,26A,Equal prefixing and suffixing,Chang,Sino-Tibetan
chh,26A,Equal prefixing and suffixing,Chaha,Afro-Asiatic
chi,26A,Weakly suffixing,Chimariko,Hokan
chk,26A,Weakly suffixing,Chukchi,Chukotko-Kamchatkan
chp,26A,Strong prefixing,Chipewyan,Na-Dene
chq,26A,Equal prefixing and suffixing,Chinantec (Quiotepec),Oto-Manguean
chr,26A,Little affixation,Chrau,Austro-Asiatic
chs,26A,Little affixation,Chin (Siyin),Sino-Tibetan
chv,26A,Strongly suffixing,Chuvash,Altaic
chx,26A,Weakly suffixing,Chontal (Huamelultec Oaxaca),Tequistlatecan
ckl,26A,Weakly prefixing,Chinook (Lower),Penutian
cle,26A,Little affixation,Chinantec (Lealao),Oto-Manguean
cln,26A,Weakly suffixing,Cholón,Cholon
cmh,26A,Strongly suffixing,Chemehuevi,Uto-Aztecan
cmn,26A,Strongly suffixing,Comanche,Uto-Aztecan
cmy,26A,Strongly suffixing,Chontal Maya,Mayan
cnl,26A,Little affixation,Canela,Macro-Ge
cnm,26A,Equal prefixing and suffixing,Canamarí,Katukinan
cnt,26A,Little affixation,Cantonese,Sino-Tibetan
coa,26A,Equal prefixing and suffixing,Coahuilteco,Coahuiltecan
coc,26A,Strongly suffixing,Cocama,Tupian
coo,26A,Weakly suffixing,Coos (Hanis),Oregon Coast
cop,26A,Weakly prefixing,Coptic,Afro-Asiatic
cos,26A,Strongly suffixing,Rumsien,Penutian
cpl,26A,Equal prefixing and suffixing,Chinantec (Palantla),Oto-Manguean
cpy,26A,Strongly suffixing,Chipaya,Uru-Chipaya
cre,26A,Equal prefixing and suffixing,Cree (Plains),Algic
crn,26A,Strongly suffixing,Cornish,Indo-European
crp,26A,Strongly suffixing,Carapana,Tucanoan
cti,26A,Strong prefixing,Chin (Tiddim),Sino-Tibetan
cub,26A,Strongly suffixing,Cubeo,Tucanoan
cup,26A,Equal prefixing and suffixing,Cupeño,Uto-Aztecan
cze,26A,Weakly suffixing,Czech,Indo-European
dag,26A,Strongly suffixing,Daga,Dagan
dds,26A,Strongly suffixing,Donno So,Dogon
des,26A,Strongly suffixing,Desano,Tucanoan
deu,26A,Strongly suffixing,Deuri,Sino-Tibetan
dgb,26A,Weakly suffixing,Dagbani,Niger-Congo
dgo,26A,Weakly suffixing,Dongo,Niger-Congo
dgr,26A,Strongly suffixing,Dagur,Altaic
dhr,26A,Strongly suffixing,Dhargari,Pama-Nyungan
dhw,26A,Strongly suffixing,Dharawal,Pama-Nyungan
did,26A,Strongly suffixing,Didinga,Eastern Sudanic
die,26A,Weakly prefixing,Diegueño (Mesa Grande),Hokan
dig,26A,Strongly suffixing,Digaro,Sino-Tibetan
dim,26A,Strongly suffixing,Dime,Afro-Asiatic
din,26A,Little affixation,Dinka,Eastern Sudanic
dio,26A,Equal prefixing and suffixing,Diola-Fogny,Niger-Congo
diy,26A,Strongly suffixing,Diyari,Pama-Nyungan
dja,26A,Strongly suffixing,Djabugay,Pama-Nyungan
dji,26A,Strongly suffixing,Djingili,Mirndi
djm,26A,Strongly suffixing,Djambarrpuyngu,Pama-Nyungan
djn,26A,Strongly suffixing,Djinang,Pama-Nyungan
djp,26A,Strongly suffixing,Djapu,Pama-Nyungan
djr,26A,Strongly suffixing,Djaru,Pama-Nyungan
dlm,26A,Strongly suffixing,Dla (Menggwa),Senagi
dmk,26A,Strongly suffixing,Domaaki,Indo-European
dms,26A,Strongly suffixing,Dimasa,Sino-Tibetan
dni,26A,Strongly suffixing,Dani (Lower Grand Valley),Trans-New Guinea
dom,26A,Strongly suffixing,Domari,Indo-European
doy,26A,Strongly suffixing,Doyayo,Niger-Congo
dre,26A,Little affixation,Drehu,Austronesian
drm,26A,Weakly suffixing,Darma,Sino-Tibetan
dsh,26A,Strongly suffixing,Danish,Indo-European
duk,26A,Little affixation,Duka,Niger-Congo
dun,26A,Little affixation,Duna,Trans-New Guinea
dut,26A,Strongly suffixing,Dutch,Indo-European
dyi,26A,Strongly suffixing,Dyirbal,Pama-Nyungan
egn,26A,Little affixation,Engenni,Niger-Congo
eip,26A,Strongly suffixing,Eipo,Trans-New Guinea
emb,26A,Strongly suffixing,Emberá (Northern),Choco
eme,26A,Equal prefixing and suffixing,Émérillon,Tupian
ene,26A,Strongly suffixing,Enets,Uralic
eng,26A,Strongly suffixing,English,Indo-European
eno,26A,Weakly prefixing,Enggano,Austronesian
epe,26A,Strongly suffixing,Epena Pedee,Choco
erk,26A,Weakly prefixing,Efate (South),Austronesian
ese,26A,Little affixation,Ese Ejja,Tacanan
est,26A,Strongly suffixing,Estonian,Uralic
eud,26A,Weakly suffixing,Eudeve,Uto-Aztecan
eve,26A,Strongly suffixing,Evenki,Altaic
evn,26A,Strongly suffixing,Even,Altaic
ewe,26A,Equal prefixing and suffixing,Ewe,Niger-Congo
ewo,26A,Strong prefixing,Ewondo,Niger-Congo
fas,26A,Strongly suffixing,Fasu,Trans-New Guinea
fij,26A,Little affixation,Fijian,Austronesian
fin,26A,Strongly suffixing,Finnish,Uralic
for,26A,Strongly suffixing,Fore,Trans-New Guinea
fqs,26A,Weakly suffixing,Momu,Baibai-Fas
fre,26A,Strongly suffixing,French,Indo-European
fua,26A,Weakly suffixing,Fulfulde (Adamawa),Niger-Congo
ful,26A,Equal prefixing and suffixing,Fulniô,Yaté
fut,26A,Little affixation,Futuna-Aniwa,Austronesian
fye,26A,Weakly suffixing,Fyem,Niger-Congo
gae,26A,Weakly suffixing,Gaelic (Scots),Indo-European
gah,26A,Strongly suffixing,Gahuku,Trans-New Guinea
gal,26A,Strongly suffixing,Galo,Sino-Tibetan
gar,26A,Strongly suffixing,Garo,Sino-Tibetan
gbb,26A,Strongly suffixing,Gbeya Bossangoa,Niger-Congo
gbs,26A,Equal prefixing and suffixing,Gbaya (Southwest),Niger-Congo
gds,26A,Weakly suffixing,Gadsup,Trans-New Guinea
geo,26A,Weakly suffixing,Georgian,Kartvelian
ger,26A,Strongly suffixing,German,Indo-European
ggu,26A,Strongly suffixing,Gureng Gureng,Pama-Nyungan
gim,26A,Strongly suffixing,Gimira,Afro-Asiatic
gku,26A,Weakly suffixing,Gününa Küne,Chon
gln,26A,Strongly suffixing,Golin,Trans-New Guinea
gmw,26A,Equal prefixing and suffixing,Gumawana,Austronesian
gnn,26A,Weakly prefixing,Gunin,Worrorran
goa,26A,Weakly suffixing,Goajiro,Arawakan
goe,26A,Little affixation,Goemai,Afro-Asiatic
gok,26A,Little affixation,Gokana,Niger-Congo
gon,26A,Strongly suffixing,Gondi,Dravidian
goo,26A,Weakly prefixing,Gooniyandi,Bunuban
grb,26A,Strongly suffixing,Grebo,Niger-Congo
grk,26A,Strongly suffixing,Greek (Modern),Indo-European
grr,26A,Strongly suffixing,Garrwa,Garrwan
grw,26A,Strongly suffixing,Greenlandic (West),Eskimo-Aleut
gua,26A,Strong prefixing,Guaraní,Tupian
gud,26A,Strongly suffixing,Gude,Afro-Asiatic
gug,26A,Strongly suffixing,Gugada,Pama-Nyungan
gul,26A,Little affixation,Gula (in Central African Republic),Central Sudanic
gur,26A,Weakly suffixing,Gurung,Sino-Tibetan
guu,26A,Strongly suffixing,Guugu Yimidhirr,Pama-Nyungan
gyc,26A,Weakly prefixing,Gyarong (Cogtse),Sino-Tibetan
hal,26A,Strongly suffixing,Halia,Austronesian
ham,26A,Equal prefixing and suffixing,Hamtai,Trans-New Guinea
hat,26A,Strong prefixing,Hatam,West Papuan
hau,26A,Little affixation,Hausa,Afro-Asiatic
haw,26A,Little affixation,Hawaiian,Austronesian
hay,26A,Strongly suffixing,Hayu,Sino-Tibetan
heb,26A,Weakly suffixing,Hebrew (Modern),Afro-Asiatic
hin,26A,Strongly suffixing,Hindi,Indo-European
hix,26A,Equal prefixing and suffixing,Hixkaryana,Cariban
hlp,26A,Weakly suffixing,Hualapai,Hokan
hma,26A,Little affixation,Hmar,Sino-Tibetan
hmi,26A,Strongly suffixing,Huitoto (Minica),Huitotoan
hmo,26A,Little affixation,Hmong Njua,Hmong-Mien
hnd,26A,Strong prefixing,Hunde,Niger-Congo
ho,26A,Strongly suffixing,Ho,Austro-Asiatic
hoa,26A,Little affixation,Hoava,Austronesian
hop,26A,Strongly suffixing,Hopi,Uto-Aztecan
hpd,26A,Strongly suffixing,Hup,Nadahup
htc,26A,Little affixation,Huastec,Mayan
hua,26A,Weakly suffixing,Hua,Trans-New Guinea
hui,26A,Equal prefixing and suffixing,Huichol,Uto-Aztecan
hum,26A,Strongly suffixing,Huitoto (Murui),Huitotoan
hun,26A,Strongly suffixing,Hungarian,Uralic
hup,26A,Weakly prefixing,Hupa,Na-Dene
hve,26A,Equal prefixing and suffixing,Huave (San Mateo del Mar),Huavean
hzb,26A,Strongly suffixing,Hunzib,Nakh-Daghestanian
iaa,26A,Little affixation,Iaai,Austronesian
iba,26A,Little affixation,Iban,Austronesian
ice,26A,Strongly suffixing,Icelandic,Indo-European
idn,26A,Weakly prefixing,Iduna,Austronesian
ifu,26A,Equal prefixing and suffixing,Ifugao (Batad),Austronesian
ign,26A,Equal prefixing and suffixing,Ignaciano,Arawakan
igs,26A,Weakly suffixing,Ingessana,Eastern Sudanic
ijo,26A,Weakly suffixing,Ijo (Kolokuma),Ijoid
ik,26A,Strongly suffixing,Ik,Eastern Sudanic
ika,26A,Weakly suffixing,Ika,Chibchan
ina,26A,Equal prefixing and suffixing,Inanwatan,South Bird's Head
ind,26A,Strongly suffixing,Indonesian,Austronesian
ing,26A,Strongly suffixing,Ingush,Nakh-Daghestanian
inn,26A,Strongly suffixing,Innamincka,Pama-Nyungan
iqu,26A,Equal prefixing and suffixing,Iquito,Zaparoan
iri,26A,Equal prefixing and suffixing,Irish,Indo-European
irq,26A,Strongly suffixing,Iraqw,Afro-Asiatic
irr,26A,Strong prefixing,Irarutu,Austronesian
isa,26A,Little affixation,I'saka,Skou
ita,26A,Strongly suffixing,Italian,Indo-European
ite,26A,Strongly suffixing,Itelmen,Chukotko-Kamchatkan
izi,26A,Equal prefixing and suffixing,Izi,Niger-Congo
jab,26A,Equal prefixing and suffixing,Jabêm,Austronesian
jak,26A,Strong prefixing,Jakaltek,Mayan
jaq,26A,Strongly suffixing,Jaqaru,Aymaran
jeb,26A,Strongly suffixing,Jebero,Cahuapanan
jiv,26A,Strongly suffixing,Jivaro,Jivaroan
jmo,26A,Little affixation,Jur Mödö,Central Sudanic
jms,26A,Strongly suffixing,Jamsay,Dogon
jng,26A,Little affixation,Jingpho,Sino-Tibetan
juh,26A,Little affixation,Ju|'hoan,Kxa
juk,26A,Little affixation,Jukun,Niger-Congo
kaa,26A,Little affixation,Karó (Arára),Tupian
kab,26A,Equal prefixing and suffixing,Kabardian,Northwest Caucasian
kac,26A,Strongly suffixing,Kachari,Sino-Tibetan
kan,26A,Weakly prefixing,Kana,Niger-Congo
kar,26A,Strongly suffixing,Kara (in Central African Republic),Central Sudanic
kay,26A,Strongly suffixing,Kayardild,Tangkic
kba,26A,Strong prefixing,Kamba,Niger-Congo
kbu,26A,Strongly suffixing,Kanembu,Saharan
kbw,26A,Weakly prefixing,Karen (Bwe),Sino-Tibetan
kch,26A,Little affixation,Koyra Chiini,Songhay
kel,26A,Strong prefixing,Kele,Austronesian
kem,26A,Strongly suffixing,Kemant,Afro-Asiatic
ken,26A,Strongly suffixing,Kenga,Central Sudanic
ker,26A,Strongly suffixing,Kera,Afro-Asiatic
ket,26A,Weakly prefixing,Ket,Yeniseian
kew,26A,Strongly suffixing,Kewa,Trans-New Guinea
kfe,26A,Weakly suffixing,Koromfe,Niger-Congo
kgz,26A,Strongly suffixing,Kirghiz,Altaic
kha,26A,Strongly suffixing,Khalkha,Altaic
khg,26A,Strongly suffixing,Khaling,Sino-Tibetan
khi,26A,Strongly suffixing,Khinalug,Nakh-Daghestanian
khl,26A,Strongly suffixing,Khalaj,Altaic
khm,26A,Little affixation,Khmer,Austro-Asiatic
kho,26A,Strongly suffixing,Nama,Khoe-Kwadi
khr,26A,Little affixation,Kharia,Austro-Asiatic
khs,26A,Little affixation,Khasi,Austro-Asiatic
kik,26A,Strong prefixing,Kikuyu,Niger-Congo
kim,26A,Little affixation,Kimaghama,Kolopom
kio,26A,Equal prefixing and suffixing,Kiowa,Kiowa-Tanoan
kir,26A,Little affixation,Kirma,Niger-Congo
kiw,26A,Weakly suffixing,Kiwai (Southern),Kiwaian
kkp,26A,Strongly suffixing,Karakalpak,Altaic
kkt,26A,Little affixation,Kokota,Austronesian
kku,26A,Strongly suffixing,Korku,Austro-Asiatic
kkv,26A,Weakly prefixing,Lusi,Austronesian
klm,26A,Strongly suffixing,Klamath,Penutian
kls,26A,Weakly prefixing,Kalispel,Salishan
klv,26A,Weakly prefixing,Kilivila,Austronesian
klw,26A,Equal prefixing and suffixing,Kiliwa,Hokan
kma,26A,Equal prefixing and suffixing,Kamaiurá,Tupian
kmb,26A,Strongly suffixing,Kombai,Trans-New Guinea
kmh,26A,Weakly suffixing,Kham,Sino-Tibetan
kmj,26A,Weakly prefixing,Karimojong,Eastern Sudanic
kmk,26A,Strongly suffixing,Kalmyk,Altaic
kmn,26A,Strongly suffixing,Kuman,Trans-New Guinea
kmo,26A,Strongly suffixing,Koiali (Mountain),Trans-New Guinea
kmp,26A,Weakly suffixing,Kunimaipa,Trans-New Guinea
kmr,26A,Weakly suffixing,Kamoro,Trans-New Guinea
kms,26A,Strongly suffixing,Kamass,Uralic
kmu,26A,Little affixation,Khmu',Austro-Asiatic
kmz,26A,Weakly prefixing,Kamasau,Torricelli
knc,26A,Strongly suffixing,Kugu Nganhcara,Pama-Nyungan
knd,26A,Strongly suffixing,Kannada,Dravidian
kni,26A,Strongly suffixing,Konni,Niger-Congo
knk,26A,Strongly suffixing,Kanakuru,Afro-Asiatic
knn,26A,Strongly suffixing,Kinnauri,Sino-Tibetan
knr,26A,Strongly suffixing,Kanuri,Saharan
knw,26A,Weakly suffixing,Konkow,Penutian
koa,26A,Equal prefixing and suffixing,Koasati,Muskogean
kob,26A,Strongly suffixing,Kobon,Trans-New Guinea
koe,26A,Equal prefixing and suffixing,Koegu,Eastern Sudanic
kok,26A,Strongly suffixing,Kokborok,Sino-Tibetan
kol,26A,Strongly suffixing,Kolami,Dravidian
kom,26A,Weakly suffixing,Komo,Koman
kon,26A,Strong prefixing,Kongo,Niger-Congo
kop,26A,Strongly suffixing,Komi-Permyak,Uralic
kos,26A,Little affixation,Kosraean,Austronesian
koy,26A,Strongly suffixing,Koya,Dravidian
krb,26A,Equal prefixing and suffixing,Kiribati,Austronesian
krc,26A,Strongly suffixing,Karachay-Balkar,Altaic
krd,26A,Weakly suffixing,Kurdish (Central),Indo-European
kre,26A,Equal prefixing and suffixing,Kresh,Central Sudanic
kri,26A,Equal prefixing and suffixing,Kipea,Kariri
krj,26A,Strongly suffixing,Karadjeri,Pama-Nyungan
krn,26A,Strongly suffixing,Korana,Khoe-Kwadi
kro,26A,Weakly prefixing,Krongo,Kadu
krr,26A,Equal prefixing and suffixing,Kairiru,Austronesian
krw,26A,Strongly suffixing,Korowai,Trans-New Guinea
kry,26A,Weakly suffixing,Koryak,Chukotko-Kamchatkan
ksa,26A,Weakly prefixing,Keresan (Santa Ana),Keresan
kse,26A,Little affixation,Koyraboro Senni,Songhay
ksg,26A,Little affixation,Karen (Sgaw),Sino-Tibetan
kta,26A,Strongly suffixing,Koita,Trans-New Guinea
ktc,26A,Weakly prefixing,Katcha,Kadu
ktl,26A,Equal prefixing and suffixing,Katla,Kordofanian
kty,26A,Strongly suffixing,Khanty,Uralic
kuv,26A,Strongly suffixing,Kuvi,Dravidian
kwn,26A,Strong prefixing,Kwangali,Niger-Congo
kwo,26A,Strongly suffixing,Kwoma,Sepik
kws,26A,Strongly suffixing,Kawaiisu,Uto-Aztecan
kya,26A,Strongly suffixing,Kuku-Yalanji,Pama-Nyungan
kyk,26A,Strongly suffixing,Kyaka,Trans-New Guinea
kyl,26A,Little affixation,Kayah Li (Eastern),Sino-Tibetan
lac,26A,Strongly suffixing,Lacandón,Mayan
lad,26A,Strongly suffixing,Ladakhi,Sino-Tibetan
lag,26A,Equal prefixing and suffixing,Lagwan,Afro-Asiatic
lah,26A,Little affixation,Lahu,Sino-Tibetan
lai,26A,Little affixation,Lai,Sino-Tibetan
lal,26A,Little affixation,Lalo,Sino-Tibetan
lan,26A,Equal prefixing and suffixing,Lango,Eastern Sudanic
lao,26A,Little affixation,Lao,Tai-Kadai
lar,26A,Weakly prefixing,Laragia,Darwin Region
lat,26A,Weakly suffixing,Latvian,Indo-European
lav,26A,Weakly suffixing,Lavukaleve,Solomons East Papuan
lbu,26A,Weakly prefixing,Lunda,Niger-Congo
lda,26A,Strong prefixing,Luganda,Niger-Congo
ldu,26A,Equal prefixing and suffixing,Lendu,Central Sudanic
lel,26A,Strongly suffixing,Lele,Afro-Asiatic
len,26A,Weakly prefixing,Lenakel,Austronesian
lep,26A,Little affixation,Lepcha,Sino-Tibetan
lew,26A,Weakly prefixing,Lewo,Austronesian
lez,26A,Strongly suffixing,Lezgian,Nakh-Daghestanian
lgu,26A,Little affixation,Longgu,Austronesian
lho,26A,Strongly suffixing,Lhomi,Sino-Tibetan
lim,26A,Strongly suffixing,Limbu,Sino-Tibetan
lit,26A,Strongly suffixing,Lithuanian,Indo-European
lkt,26A,Weakly prefixing,Lakhota,Siouan
llm,26A,Strong prefixing,Lelemi,Niger-Congo
lmg,26A,Strongly suffixing,Lamang,Afro-Asiatic
lmh,26A,Weakly prefixing,Lamaholot,Austronesian
lmn,26A,Strongly suffixing,Lamani,Indo-European
lmp,26A,Little affixation,Lampung,Austronesian
lnd,26A,Little affixation,Linda,Niger-Congo
lon,26A,Weakly prefixing,Loniu,Austronesian
lot,26A,Weakly suffixing,Lotha,Sino-Tibetan
lou,26A,Little affixation,Lou,Austronesian
lug,26A,Weakly prefixing,Lugbara,Central Sudanic
lui,26A,Strongly suffixing,Luiseño,Uto-Aztecan
luo,26A,Equal prefixing and suffixing,Luo,Eastern Sudanic
luv,26A,Strong prefixing,Luvale,Niger-Congo
maa,26A,Weakly prefixing,Maasai,Eastern Sudanic
mab,26A,Weakly suffixing,Maba,Maban
mac,26A,Strongly suffixing,Macushi,Cariban
mad,26A,Little affixation,Ma'di,Central Sudanic
mae,26A,Little affixation,Mae,Austronesian
mai,26A,Strongly suffixing,Maithili,Indo-European
maj,26A,Strongly suffixing,Majang,Eastern Sudanic
mak,26A,Little affixation,Makah,Wakashan
mal,26A,Little affixation,Malagasy,Austronesian
mam,26A,Weakly prefixing,Mam,Mayan
man,26A,Little affixation,Mano,Mande
mao,26A,Little affixation,Maori,Austronesian
map,26A,Strongly suffixing,Mapudungun,Araucanian
mar,26A,Equal prefixing and suffixing,Maricopa,Hokan
mau,26A,Weakly prefixing,Maung,Iwaidjan
