Language_ID,Parameter_ID,Value,Name,Family
anj,93A,Not_initial_interrogative_phrase,Anejom,Austronesian
anu,93A,Not_initial_interrogative_phrase,Anufo,Niger-Congo
any,93A,Not_initial_interrogative_phrase,Anywa,Eastern Sudanic
ao,93A,Not_initial_interrogative_phrase,Ao,Sino-Tibetan
aoj,93A,Not_initial_interrogative_phrase,Mufian,Torricelli
api,93A,Initial_interrogative_phrase,Apinayé,Macro-Ge
apl,93A,Not_initial_interrogative_phrase,Apalaí,Cariban
apt,93A,Not_initial_interrogative_phrase,Apatani,Sino-Tibetan
apu,93A,Initial_interrogative_phrase,Apurinã,Arawakan
apw,93A,Not_initial_interrogative_phrase,Apache (Western),Na-Dene
arc,93A,Not_initial_interrogative_phrase,Archi,Nakh-Daghestanian
arg,93A,Not_initial_interrogative_phrase,Arabic (Gulf),Afro-Asiatic
arj,93A,Not_initial_interrogative_phrase,Arabic (Kuwaiti),Afro-Asiatic
arm,93A,Not_initial_interrogative_phrase,Armenian (Eastern),Indo-European
aro,93A,Not_initial_interrogative_phrase,Arosi,Austronesian
arp,93A,Not_initial_interrogative_phrase,Arapesh (Mountain),Torricelli
arq,93A,Not_initial_interrogative_phrase,Arabic (Iraqi),Afro-Asiatic
arw,93A,Not_initial_interrogative_phrase,Armenian (Western),Indo-European
asm,93A,Not_initial_interrogative_phrase,Asmat,Trans-New Guinea
ass,93A,Not_initial_interrogative_phrase,Assamese,Indo-European
asy,93A,Initial_interrogative_phrase,Arabic (Syrian),Afro-Asiatic
ata,93A,Not_initial_interrogative_phrase,Atayal,Austronesian
ath,93A,Not_initial_interrogative_phrase,Athpare,Sino-Tibetan
au,93A,Not_initial_interrogative_phrase,Au,Torricelli
ava,93A,Not_initial_interrogative_phrase,Avar,Nakh-Daghestanian
awi,93A,Not_initial_interrogative_phrase,Aekyom,Awin-Pare
awp,93A,Not_initial_interrogative_phrase,Awa Pit,Barbacoan
awt,93A,Not_initial_interrogative_phrase,Awtuw,Sepik
aym,93A,Not_initial_interrogative_phrase,Aymara (Central),Aymaran
aze,93A,Not_initial_interrogative_phrase,Azerbaijani,Altaic
azi,93A,Not_initial_interrogative_phrase,Azari (Iranian),Altaic
bac,93A,Initial_interrogative_phrase,Bachamal,Anson Bay
bae,93A,Initial_interrogative_phrase,Baré,Arawakan
bag,93A,Not_initial_interrogative_phrase,Bagirmi,Central Sudanic
bai,93A,Not_initial_interrogative_phrase,Bai,Sino-Tibetan
baq,93A,Initial_interrogative_phrase,Baure,Arawakan
bar,93A,Not_initial_interrogative_phrase,Bari,Eastern Sudanic
baw,93A,Not_initial_interrogative_phrase,Bawm,Sino-Tibetan
bbl,93A,Not_initial_interrogative_phrase,Babole,Niger-Congo
bbw,93A,Initial_interrogative_phrase,Bininj Gun-Wok,Gunwinyguan
bdm,93A,Initial_interrogative_phrase,Badimaya,Pama-Nyungan
bej,93A,Not_initial_interrogative_phrase,Beja,Afro-Asiatic
bem,93A,Not_initial_interrogative_phrase,Bemba,Niger-Congo
bfg,93A,Initial_interrogative_phrase,Berber (Figuig),Afro-Asiatic
bfi,93A,Not_initial_interrogative_phrase,Bafia,Niger-Congo
bgn,93A,Not_initial_interrogative_phrase,Bugun,Sino-Tibetan
bgo,93A,Not_initial_interrogative_phrase,Bongo,Central Sudanic
bgr,93A,Not_initial_interrogative_phrase,Bagiro,Central Sudanic
bgs,93A,Initial_interrogative_phrase,Baga Sitemu,Niger-Congo
bgz,93A,Initial_interrogative_phrase,Banggi,Austronesian
bho,93A,Not_initial_interrogative_phrase,Bhojpuri,Indo-European
bhu,93A,Not_initial_interrogative_phrase,Bhumij,Austro-Asiatic
bii,93A,Not_initial_interrogative_phrase,Biri,Pama-Nyungan
bik,93A,Initial_interrogative_phrase,Biak,Austronesian
bir,93A,Not_initial_interrogative_phrase,Birom,Niger-Congo
bkl,93A,Not_initial_interrogative_phrase,Bikol,Austronesian
bkn,93A,Not_initial_interrogative_phrase,Bakundu,Niger-Congo
bkr,93A,Initial_interrogative_phrase,Batak (Karo),Austronesian
bku,93A,Not_initial_interrogative_phrase,Bakueri,Niger-Congo
bla,93A,Initial_interrogative_phrase,Blackfoot,Algic
ble,93A,Not_initial_interrogative_phrase,Baoulé,Niger-Congo
blx,93A,Not_initial_interrogative_phrase,Biloxi,Siouan
bma,93A,Initial_interrogative_phrase,Berber (Middle Atlas),Afro-Asiatic
bmb,93A,Not_initial_interrogative_phrase,Bimoba,Niger-Congo
bnk,93A,Not_initial_interrogative_phrase,Bankon,Niger-Congo
bnu,93A,Initial_interrogative_phrase,Bularnu,Pama-Nyungan
bod,93A,Not_initial_interrogative_phrase,Bodo,Sino-Tibetan
boj,93A,Not_initial_interrogative_phrase,Bori,Sino-Tibetan
boq,93A,Not_initial_interrogative_phrase,Bokar,Sino-Tibetan
bra,93A,Not_initial_interrogative_phrase,Brao,Austro-Asiatic
bre,93A,Initial_interrogative_phrase,Breton,Indo-European
brf,93A,Initial_interrogative_phrase,Berber (Rif),Afro-Asiatic
brh,93A,Not_initial_interrogative_phrase,Brahui,Dravidian
brm,93A,Not_initial_interrogative_phrase,Burmese,Sino-Tibetan
brn,93A,Not_initial_interrogative_phrase,Burunge,Afro-Asiatic
brp,93A,Not_initial_interrogative_phrase,Barupu,Skou
brr,93A,Initial_interrogative_phrase,Bororo,Bororoan
brs,93A,Initial_interrogative_phrase,Barasano,Tucanoan
bsh,93A,Not_initial_interrogative_phrase,Bushoong,Niger-Congo
btk,93A,Initial_interrogative_phrase,Bontok,Austronesian
bto,93A,Not_initial_interrogative_phrase,Batak (Toba),Austronesian
bud,93A,Not_initial_interrogative_phrase,Buduma,Afro-Asiatic
bug,93A,Not_initial_interrogative_phrase,Bugis,Austronesian
bul,93A,Initial_interrogative_phrase,Bulgarian,Indo-European
bum,93A,Not_initial_interrogative_phrase,Buma,Austronesian
bwc,93A,Mixed,Bajau (West Coast),Austronesian
bya,93A,Not_initial_interrogative_phrase,Byansi,Sino-Tibetan
cah,93A,Not_initial_interrogative_phrase,Cahuilla,Uto-Aztecan
cai,93A,Not_initial_interrogative_phrase,Chai,Eastern Sudanic
cak,93A,Initial_interrogative_phrase,Cakchiquel,Mayan
cax,93A,Not_initial_interrogative_phrase,Campa (Axininca),Arawakan
cay,93A,Initial_interrogative_phrase,Cayapa,Barbacoan
cbo,93A,Initial_interrogative_phrase,Chácobo,Panoan
ccm,93A,Initial_interrogative_phrase,Chinantec (Comaltepec),Oto-Manguean
cct,93A,Not_initial_interrogative_phrase,Choctaw,Muskogean
cde,93A,Initial_interrogative_phrase,Carib (De'kwana),Cariban
cha,93A,Mixed,Chamorro,Austronesian
chc,93A,Not_initial_interrogative_phrase,Chechen,Nakh-Daghestanian
che,93A,Initial_interrogative_phrase,Cherokee,Iroquoian
chg,93A,Not_initial_interrogative_phrase,Chang,Sino-Tibetan
chj,93A,Initial_interrogative_phrase,Chuj,Mayan
chk,93A,Not_initial_interrogative_phrase,Chukchi,Chukotko-Kamchatkan
chn,93A,Not_initial_interrogative_phrase,Chantyal,Sino-Tibetan
chq,93A,Initial_interrogative_phrase,Chinantec (Quiotepec),Oto-Manguean
chr,93A,Initial_interrogative_phrase,Chrau,Austro-Asiatic
chs,93A,Not_initial_interrogative_phrase,Chin (Siyin),Sino-Tibetan
chv,93A,Not_initial_interrogative_phrase,Chuvash,Altaic
chw,93A,Not_initial_interrogative_phrase,Cham (Western),Austronesian
chx,93A,Initial_interrogative_phrase,Chontal (Huamelultec Oaxaca),Tequistlatecan
cic,93A,Not_initial_interrogative_phrase,Chichewa,Niger-Congo
ckl,93A,Initial_interrogative_phrase,Chinook (Lower),Penutian
cle,93A,Initial_interrogative_phrase,Chinantec (Lealao),Oto-Manguean
cmh,93A,Not_initial_interrogative_phrase,Chemehuevi,Uto-Aztecan
cml,93A,Not_initial_interrogative_phrase,Camling,Sino-Tibetan
cmn,93A,Not_initial_interrogative_phrase,Comanche,Uto-Aztecan
cmr,93A,Not_initial_interrogative_phrase,Chin (Mara),Sino-Tibetan
cmy,93A,Initial_interrogative_phrase,Chontal Maya,Mayan
cnl,93A,Initial_interrogative_phrase,Canela,Macro-Ge
cnm,93A,Initial_interrogative_phrase,Canamarí,Katukinan
cnt,93A,Not_initial_interrogative_phrase,Cantonese,Sino-Tibetan
coc,93A,Initial_interrogative_phrase,Cocama,Tupian
coo,93A,Initial_interrogative_phrase,Coos (Hanis),Oregon Coast
cop,93A,Not_initial_interrogative_phrase,Coptic,Afro-Asiatic
cpl,93A,Initial_interrogative_phrase,Chinantec (Palantla),Oto-Manguean
crn,93A,Not_initial_interrogative_phrase,Cornish,Indo-European
cro,93A,Not_initial_interrogative_phrase,Crow,Siouan
cso,93A,Initial_interrogative_phrase,Chatino (Sierra Occidental),Oto-Manguean
cti,93A,Not_initial_interrogative_phrase,Chin (Tiddim),Sino-Tibetan
cub,93A,Initial_interrogative_phrase,Cubeo,Tucanoan
cup,93A,Not_initial_interrogative_phrase,Cupeño,Uto-Aztecan
cya,93A,Initial_interrogative_phrase,Chatino (Yaitepec),Oto-Manguean
cze,93A,Not_initial_interrogative_phrase,Czech,Indo-European
dag,93A,Not_initial_interrogative_phrase,Daga,Dagan
dan,93A,Not_initial_interrogative_phrase,Dan,Mande
daw,93A,Initial_interrogative_phrase,Dâw,Nadahup
des,93A,Initial_interrogative_phrase,Desano,Tucanoan
dgb,93A,Initial_interrogative_phrase,Dagbani,Niger-Congo
dgr,93A,Not_initial_interrogative_phrase,Dagur,Altaic
dha,93A,Not_initial_interrogative_phrase,Dhaasanac,Afro-Asiatic
dhb,93A,Initial_interrogative_phrase,Dharumbal,Pama-Nyungan
din,93A,Not_initial_interrogative_phrase,Dinka,Eastern Sudanic
dio,93A,Not_initial_interrogative_phrase,Diola-Fogny,Niger-Congo
diy,93A,Initial_interrogative_phrase,Diyari,Pama-Nyungan
dja,93A,Not_initial_interrogative_phrase,Djabugay,Pama-Nyungan
dji,93A,Initial_interrogative_phrase,Djingili,Mirndi
djm,93A,Not_initial_interrogative_phrase,Djambarrpuyngu,Pama-Nyungan
djr,93A,Initial_interrogative_phrase,Djaru,Pama-Nyungan
dlm,93A,Not_initial_interrogative_phrase,Dla (Menggwa),Senagi
dmi,93A,Not_initial_interrogative_phrase,Dumi,Sino-Tibetan
dmk,93A,Not_initial_interrogative_phrase,Domaaki,Indo-European
dms,93A,Not_initial_interrogative_phrase,Dimasa,Sino-Tibetan
don,93A,Not_initial_interrogative_phrase,Dong (Southern),Tai-Kadai
doy,93A,Not_initial_interrogative_phrase,Doyayo,Niger-Congo
dre,93A,Not_initial_interrogative_phrase,Drehu,Austronesian
drm,93A,Not_initial_interrogative_phrase,Darma,Sino-Tibetan
dsh,93A,Initial_interrogative_phrase,Danish,Indo-European
duk,93A,Mixed,Duka,Niger-Congo
dul,93A,Not_initial_interrogative_phrase,Dulong,Sino-Tibetan
dum,93A,Not_initial_interrogative_phrase,Dumo,Skou
dun,93A,Not_initial_interrogative_phrase,Duna,Trans-New Guinea
dyi,93A,Not_initial_interrogative_phrase,Dyirbal,Pama-Nyungan
efi,93A,Not_initial_interrogative_phrase,Efik,Niger-Congo
egn,93A,Not_initial_interrogative_phrase,Engenni,Niger-Congo
eip,93A,Not_initial_interrogative_phrase,Eipo,Trans-New Guinea
eme,93A,Initial_interrogative_phrase,Émérillon,Tupian
emm,93A,Initial_interrogative_phrase,Emmi,Western Daly
eng,93A,Initial_interrogative_phrase,English,Indo-European
eno,93A,Initial_interrogative_phrase,Enggano,Austronesian
epe,93A,Initial_interrogative_phrase,Epena Pedee,Choco
erk,93A,Not_initial_interrogative_phrase,Efate (South),Austronesian
err,93A,Not_initial_interrogative_phrase,Erromangan,Austronesian
ese,93A,Initial_interrogative_phrase,Ese Ejja,Tacanan
est,93A,Initial_interrogative_phrase,Estonian,Uralic
eud,93A,Initial_interrogative_phrase,Eudeve,Uto-Aztecan
eve,93A,Initial_interrogative_phrase,Evenki,Altaic
ewe,93A,Not_initial_interrogative_phrase,Ewe,Niger-Congo
ewo,93A,Not_initial_interrogative_phrase,Ewondo,Niger-Congo
fij,93A,Not_initial_interrogative_phrase,Fijian,Austronesian
fin,93A,Initial_interrogative_phrase,Finnish,Uralic
foe,93A,Not_initial_interrogative_phrase,Foe,Trans-New Guinea
fre,93A,Initial_interrogative_phrase,French,Indo-European
fri,93A,Initial_interrogative_phrase,Frisian,Indo-European
fua,93A,Initial_interrogative_phrase,Fulfulde (Adamawa),Niger-Congo
fut,93A,Not_initial_interrogative_phrase,Futuna-Aniwa,Austronesian
fye,93A,Not_initial_interrogative_phrase,Fyem,Niger-Congo
gae,93A,Initial_interrogative_phrase,Gaelic (Scots),Indo-European
gal,93A,Not_initial_interrogative_phrase,Galo,Sino-Tibetan
gap,93A,Not_initial_interrogative_phrase,Gapapaiwa,Austronesian
gar,93A,Not_initial_interrogative_phrase,Garo,Sino-Tibetan
gav,93A,Initial_interrogative_phrase,Gavião,Tupian
gbb,93A,Not_initial_interrogative_phrase,Gbeya Bossangoa,Niger-Congo
gbs,93A,Not_initial_interrogative_phrase,Gbaya (Southwest),Niger-Congo
gdb,93A,Not_initial_interrogative_phrase,Gutob,Austro-Asiatic
geo,93A,Not_initial_interrogative_phrase,Georgian,Kartvelian
ger,93A,Initial_interrogative_phrase,German,Indo-European
ggu,93A,Not_initial_interrogative_phrase,Gureng Gureng,Pama-Nyungan
ghb,93A,Initial_interrogative_phrase,Guahibo,Guahiban
gid,93A,Initial_interrogative_phrase,Gidabal,Pama-Nyungan
git,93A,Initial_interrogative_phrase,Gitksan,Penutian
giz,93A,Not_initial_interrogative_phrase,Giziga,Afro-Asiatic
gjj,93A,Initial_interrogative_phrase,Guajajara,Tupian
gmw,93A,Not_initial_interrogative_phrase,Gumawana,Austronesian
gnb,93A,Initial_interrogative_phrase,Gunbalang,Gunwinyguan
goa,93A,Initial_interrogative_phrase,Goajiro,Arawakan
goe,93A,Not_initial_interrogative_phrase,Goemai,Afro-Asiatic
gok,93A,Not_initial_interrogative_phrase,Gokana,Niger-Congo
gon,93A,Not_initial_interrogative_phrase,Gondi,Dravidian
grb,93A,Initial_interrogative_phrase,Grebo,Niger-Congo
grj,93A,Initial_interrogative_phrase,Guarijío,Uto-Aztecan
grk,93A,Initial_interrogative_phrase,Greek (Modern),Indo-European
grr,93A,Initial_interrogative_phrase,Garrwa,Garrwan
grw,93A,Not_initial_interrogative_phrase,Greenlandic (West),Eskimo-Aleut
gua,93A,Not_initial_interrogative_phrase,Guaraní,Tupian
gud,93A,Initial_interrogative_phrase,Gude,Afro-Asiatic
gug,93A,Not_initial_interrogative_phrase,Gugada,Pama-Nyungan
guh,93A,Not_initial_interrogative_phrase,Guhu-Samane,Trans-New Guinea
guj,93A,Not_initial_interrogative_phrase,Gujarati,Indo-European
gum,93A,Not_initial_interrogative_phrase,Gumbaynggir,Pama-Nyungan
gur,93A,Not_initial_interrogative_phrase,Gurung,Sino-Tibetan
guu,93A,Not_initial_interrogative_phrase,Guugu Yimidhirr,Pama-Nyungan
gwa,93A,Not_initial_interrogative_phrase,Gwari,Niger-Congo
gyc,93A,Not_initial_interrogative_phrase,Gyarong (Cogtse),Sino-Tibetan
hak,93A,Not_initial_interrogative_phrase,Hakka,Sino-Tibetan
ham,93A,Not_initial_interrogative_phrase,Hamtai,Trans-New Guinea
hat,93A,Not_initial_interrogative_phrase,Hatam,West Papuan
hau,93A,Mixed,Hausa,Afro-Asiatic
haw,93A,Not_initial_interrogative_phrase,Hawaiian,Austronesian
hdi,93A,Initial_interrogative_phrase,Hdi,Afro-Asiatic
heb,93A,Initial_interrogative_phrase,Hebrew (Modern),Afro-Asiatic
heh,93A,Not_initial_interrogative_phrase,Hehe,Niger-Congo
hin,93A,Not_initial_interrogative_phrase,Hindi,Indo-European
hix,93A,Initial_interrogative_phrase,Hixkaryana,Cariban
hlp,93A,Not_initial_interrogative_phrase,Hualapai,Hokan
hma,93A,Not_initial_interrogative_phrase,Hmar,Sino-Tibetan
hmi,93A,Initial_interrogative_phrase,Huitoto (Minica),Huitotoan
hmo,93A,Not_initial_interrogative_phrase,Hmong Njua,Hmong-Mien
hna,93A,Not_initial_interrogative_phrase,Mina,Afro-Asiatic
hoa,93A,Not_initial_interrogative_phrase,Hoava,Austronesian
hop,93A,Not_initial_interrogative_phrase,Hopi,Uto-Aztecan
hpd,93A,Initial_interrogative_phrase,Hup,Nadahup
htc,93A,Initial_interrogative_phrase,Huastec,Mayan
hua,93A,Not_initial_interrogative_phrase,Hua,Trans-New Guinea
huc,93A,Not_initial_interrogative_phrase,=|Hoan,Kxa
hui,93A,Not_initial_interrogative_phrase,Huichol,Uto-Aztecan
hum,93A,Not_initial_interrogative_phrase,Huitoto (Murui),Huitotoan
hun,93A,Not_initial_interrogative_phrase,Hungarian,Uralic
hup,93A,Not_initial_interrogative_phrase,Hupa,Na-Dene
hve,93A,Initial_interrogative_phrase,Huave (San Mateo del Mar),Huavean
hya,93A,Not_initial_interrogative_phrase,Haya,Niger-Congo
iaa,93A,Initial_interrogative_phrase,Iaai,Austronesian
iau,93A,Not_initial_interrogative_phrase,Iau,Lakes Plain
iba,93A,Mixed,Iban,Austronesian
idu,93A,Not_initial_interrogative_phrase,Idu,Sino-Tibetan
ifm,93A,Not_initial_interrogative_phrase,Ifumu,Niger-Congo
ifu,93A,Initial_interrogative_phrase,Ifugao (Batad),Austronesian
igb,93A,Not_initial_interrogative_phrase,Igbo,Niger-Congo
ige,93A,Not_initial_interrogative_phrase,Igede,Niger-Congo
ign,93A,Initial_interrogative_phrase,Ignaciano,Arawakan
igs,93A,Not_initial_interrogative_phrase,Ingessana,Eastern Sudanic
ijo,93A,Not_initial_interrogative_phrase,Ijo (Kolokuma),Ijoid
ik,93A,Initial_interrogative_phrase,Ik,Eastern Sudanic
ilo,93A,Initial_interrogative_phrase,Ilocano,Austronesian
ina,93A,Not_initial_interrogative_phrase,Inanwatan,South Bird's Head
ind,93A,Mixed,Indonesian,Austronesian
iqu,93A,Initial_interrogative_phrase,Iquito,Zaparoan
iri,93A,Initial_interrogative_phrase,Irish,Indo-European
irq,93A,Not_initial_interrogative_phrase,Iraqw,Afro-Asiatic
irr,93A,Not_initial_interrogative_phrase,Irarutu,Austronesian
isa,93A,Not_initial_interrogative_phrase,I'saka,Skou
ite,93A,Not_initial_interrogative_phrase,Itelmen,Chukotko-Kamchatkan
iwa,93A,Initial_interrogative_phrase,Iwaidja,Iwaidjan
iwm,93A,Not_initial_interrogative_phrase,Iwam,Sepik
izi,93A,Not_initial_interrogative_phrase,Izi,Niger-Congo
jab,93A,Not_initial_interrogative_phrase,Jabêm,Austronesian
jak,93A,Initial_interrogative_phrase,Jakaltek,Mayan
jar,93A,Not_initial_interrogative_phrase,Izere,Niger-Congo
jel,93A,Not_initial_interrogative_phrase,Jeli,Mande
jin,93A,Not_initial_interrogative_phrase,Jino,Sino-Tibetan
jmo,93A,Not_initial_interrogative_phrase,Jur Mödö,Central Sudanic
jms,93A,Not_initial_interrogative_phrase,Jamsay,Dogon
jng,93A,Not_initial_interrogative_phrase,Jingpho,Sino-Tibetan
jug,93A,Not_initial_interrogative_phrase,Jugli,Sino-Tibetan
juh,93A,Not_initial_interrogative_phrase,Ju|'hoan,Kxa
juk,93A,Not_initial_interrogative_phrase,Jukun,Niger-Congo
jva,93A,Not_initial_interrogative_phrase,Karajá,Macro-Ge
kaa,93A,Initial_interrogative_phrase,Karó (Arára),Tupian
kab,93A,Not_initial_interrogative_phrase,Kabardian,Northwest Caucasian
kac,93A,Not_initial_interrogative_phrase,Kachari,Sino-Tibetan
kae,93A,Not_initial_interrogative_phrase,Kaki Ae,Eleman
kan,93A,Not_initial_interrogative_phrase,Kana,Niger-Congo
kar,93A,Not_initial_interrogative_phrase,Kara (in Central African Republic),Central Sudanic
kas,93A,Not_initial_interrogative_phrase,Kashmiri,Indo-European
kau,93A,Not_initial_interrogative_phrase,Kaulong,Austronesian
kay,93A,Not_initial_interrogative_phrase,Kayardild,Tangkic
kba,93A,Not_initial_interrogative_phrase,Kamba,Niger-Congo
kbw,93A,Not_initial_interrogative_phrase,Karen (Bwe),Sino-Tibetan
kch,93A,Mixed,Koyra Chiini,Songhay
kdw,93A,Initial_interrogative_phrase,Kadiwéu,Guaicuruan
kdz,93A,Initial_interrogative_phrase,Kadazan,Austronesian
kel,93A,Not_initial_interrogative_phrase,Kele,Austronesian
ker,93A,Not_initial_interrogative_phrase,Kera,Afro-Asiatic
ket,93A,Not_initial_interrogative_phrase,Ket,Yeniseian
kew,93A,Not_initial_interrogative_phrase,Kewa,Trans-New Guinea
kfe,93A,Initial_interrogative_phrase,Koromfe,Niger-Congo
kgu,93A,Initial_interrogative_phrase,Kalkatungu,Pama-Nyungan
kgy,93A,Not_initial_interrogative_phrase,Kyirong,Sino-Tibetan
kha,93A,Not_initial_interrogative_phrase,Khalkha,Altaic
khg,93A,Not_initial_interrogative_phrase,Khaling,Sino-Tibetan
khi,93A,Not_initial_interrogative_phrase,Khinalug,Nakh-Daghestanian
khm,93A,Not_initial_interrogative_phrase,Khmer,Austro-Asiatic
khn,93A,Not_initial_interrogative_phrase,Khün,Tai-Kadai
kho,93A,Initial_interrogative_phrase,Nama,Khoe-Kwadi
khr,93A,Not_initial_interrogative_phrase,Kharia,Austro-Asiatic
khs,93A,Not_initial_interrogative_phrase,Khasi,Austro-Asiatic
kik,93A,Not_initial_interrogative_phrase,Kikuyu,Niger-Congo
kil,93A,Not_initial_interrogative_phrase,Kiluba,Niger-Congo
kin,93A,Not_initial_interrogative_phrase,Kinyarwanda,Niger-Congo
kio,93A,Initial_interrogative_phrase,Kiowa,Kiowa-Tanoan
kir,93A,Not_initial_interrogative_phrase,Kirma,Niger-Congo
kis,93A,Initial_interrogative_phrase,Kisi,Niger-Congo
kiw,93A,Not_initial_interrogative_phrase,Kiwai (Southern),Kiwaian
kje,93A,Initial_interrogative_phrase,Koreguaje,Tucanoan
kkp,93A,Not_initial_interrogative_phrase,Karakalpak,Altaic
kkt,93A,Not_initial_interrogative_phrase,Kokota,Austronesian
kku,93A,Mixed,Korku,Austro-Asiatic
kkv,93A,Not_initial_interrogative_phrase,Lusi,Austronesian
klm,93A,Initial_interrogative_phrase,Klamath,Penutian
klq,93A,Not_initial_interrogative_phrase,Kalam,Trans-New Guinea
klv,93A,Initial_interrogative_phrase,Kilivila,Austronesian
kma,93A,Initial_interrogative_phrase,Kamaiurá,Tupian
kmb,93A,Not_initial_interrogative_phrase,Kombai,Trans-New Guinea
kmh,93A,Not_initial_interrogative_phrase,Kham,Sino-Tibetan
kmj,93A,Not_initial_interrogative_phrase,Karimojong,Eastern Sudanic
kmk,93A,Not_initial_interrogative_phrase,Kalmyk,Altaic
kmn,93A,Not_initial_interrogative_phrase,Kuman,Trans-New Guinea
kmo,93A,Not_initial_interrogative_phrase,Koiali (Mountain),Trans-New Guinea
kmz,93A,Not_initial_interrogative_phrase,Kamasau,Torricelli
knc,93A,Not_initial_interrogative_phrase,Kugu Nganhcara,Pama-Nyungan
knd,93A,Not_initial_interrogative_phrase,Kannada,Dravidian
kni,93A,Not_initial_interrogative_phrase,Konni,Niger-Congo
knk,93A,Not_initial_interrogative_phrase,Kanakuru,Afro-Asiatic
knn,93A,Not_initial_interrogative_phrase,Kinnauri,Sino-Tibetan
kno,93A,Initial_interrogative_phrase,Kanoê,Kapixana
knr,93A,Initial_interrogative_phrase,Kanuri,Saharan
knw,93A,Initial_interrogative_phrase,Konkow,Penutian
kob,93A,Not_initial_interrogative_phrase,Kobon,Trans-New Guinea
kol,93A,Not_initial_interrogative_phrase,Kolami,Dravidian
kos,93A,Not_initial_interrogative_phrase,Kosraean,Austronesian
kpm,93A,Initial_interrogative_phrase,Kapampangan,Austronesian
kqq,93A,Not_initial_interrogative_phrase,Krenak,Macro-Ge
krb,93A,Not_initial_interrogative_phrase,Kiribati,Austronesian
krc,93A,Not_initial_interrogative_phrase,Karachay-Balkar,Altaic
krd,93A,Not_initial_interrogative_phrase,Kurdish (Central),Indo-European
kre,93A,Not_initial_interrogative_phrase,Kresh,Central Sudanic
krn,93A,Initial_interrogative_phrase,Korana,Khoe-Kwadi
kro,93A,Not_initial_interrogative_phrase,Krongo,Kadu
krr,93A,Not_initial_interrogative_phrase,Kairiru,Austronesian
krw,93A,Not_initial_interrogative_phrase,Korowai,Trans-New Guinea
kse,93A,Initial_interrogative_phrase,Koyraboro Senni,Songhay
ksg,93A,Not_initial_interrogative_phrase,Karen (Sgaw),Sino-Tibetan
ksm,93A,Not_initial_interrogative_phrase,Kasem,Niger-Congo
ksn,93A,Not_initial_interrogative_phrase,Kasong,Austro-Asiatic
kta,93A,Not_initial_interrogative_phrase,Koita,Trans-New Guinea
kty,93A,Not_initial_interrogative_phrase,Khanty,Uralic
kum,93A,Not_initial_interrogative_phrase,Kumauni,Indo-European
kun,93A,Not_initial_interrogative_phrase,Kuna,Chibchan
kuu,93A,Not_initial_interrogative_phrase,Kuuku Ya'u,Pama-Nyungan
kuv,93A,Not_initial_interrogative_phrase,Kuvi,Dravidian
kwo,93A,Not_initial_interrogative_phrase,Kwoma,Sepik
kws,93A,Initial_interrogative_phrase,Kawaiisu,Uto-Aztecan
kyk,93A,Not_initial_interrogative_phrase,Kyaka,Trans-New Guinea
kyl,93A,Not_initial_interrogative_phrase,Kayah Li (Eastern),Sino-Tibetan
kyp,93A,Initial_interrogative_phrase,Kayapó,Macro-Ge
kyq,93A,Initial_interrogative_phrase,Kyuquot,Wakashan
kyr,93A,Not_initial_interrogative_phrase,Karkar-Yuri,Pauwasi
kyz,93A,Initial_interrogative_phrase,Kayabí,Tupian
lab,93A,Not_initial_interrogative_phrase,Labu,Austronesian
